Brand;Name;Length (mm);Width (mm);Height (mm);Weight (g);Shape;Hump placement;Front flare;Side curvature;Hand compatibility;Thumb rest;Ring finger rest;Material;Connectivity;Sensor;Sensor technology;Sensor position;DPI;Polling rate;Tracking speed (IPS);Acceleration (G);Side buttons;Middle buttons
Glorious;Model D-;120.0;66.0;40.0;61.0;Ergonomic;Center;No;Inward;Right;Outward - moderate;No;Plastic;Wired;PixArt PMW3360;Optical;Centered (52%);12000;1000;250;50;2;1
Glorious;Model I;128.0;74.0;42.0;69.0;Ergonomic;Back - minimal;No;Inward - slight;Right;Inward;Yes;Plastic;Wired;Glorious BAMF;Optical;Centered (52%);19000;1000;400;50;4;2
Razer;Viper V3 Pro;127.1;63.9;39.9;54.0;Symmetrical;Back - minimal;No;Inward;Right;No;Outward - slight;Plastic;Wireless;Razer Focus Pro Gen-2;Optical;Front - minimal (53%);35000;8000;750;70;2;0
Turtle Beach;Burst II Air;122.2;67.3;39.2;47.0;Symmetrical;Back - minimal;No;Flat;Right;No;Flat;Plastic;Wireless;ROCCAT Owl-Eye;Optical;Front - minimal (53%);26000;1000;650;50;2;0
Turtle Beach;Pure Air;121.1;69.3;38.3;54.0;Ergonomic;Center;No;Flat;Right;Inward;Yes;Plastic;Wireless;PixArt PAW3395;Optical;-;26000;1000;650;50;2;0
Turtle Beach;Pure SEL;121.1;69.3;38.3;49.0;Ergonomic;Center;No;Flat;Right;Inward;Yes;Plastic;Wired;PixArt PAW3318;Optical;-;8000;1000;200;30;2;0
Santali;S1-O;125.0;65.0;39.0;49.0;Symmetrical;Back - moderate;No;Inward;Right;No;Outward - slight;Plastic;Wireless;PixArt PAW3395;Optical;Centered (51%);26000;8000;650;50;2;0
Hitscan;Hyperlight;118.0;61.0;38.0;39.0;Symmetrical;Back - minimal;No;Inward;Right;Outward - moderate;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - moderate (58%);26000;8000;650;50;2;0
WLmouse;Beast X 8K;122.0;62.0;37.0;39.0;Symmetrical;Center;No;Inward;Right;Outward - moderate;No;Magnesium (metal);Wireless;PixArt PAW3395;Optical;Centered (52%);26000;8000;650;50;2;0
cOoLm0Dz;finalt1p;98.9;62.7;35.2;20.0;Symmetrical;Outward - slight;Back - aggressive;Flat;Ambidextrous;No;No;Plastic;Wired;PixArt PAW3399;Optical;Front - moderate (56%);20000;8000;650;50;0;0
G-Wolves;HTR 8K;92.0;57.0;35.0;26.0;Symmetrical;Flat;Back - aggressive;Inward - slight;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (55%);26000;8000;650;50;2;0
Glorious;Model O;128.0;66.0;38.0;67.0;Symmetrical;Center;No;Inward;Right;No;Outward - slight;Plastic;Wired;PixArt PMW3360;Optical;Front - minimal (55%);12000;1000;250;50;2;1
ASUS;TUF Gaming M3 Gen II;123.0;68.0;40.0;59.0;Ergonomic;Back - minimal;No;Flat;Right;Outward - moderate;No;Plastic;Wired;PixArt PAW3318;Optical;Centered (51%);8000;1000;200;30;2;1
ASUS;TUF Gaming M3;118.2;68.0;40.0;84.0;Ergonomic;Back - minimal;No;Flat;Right;Outward - moderate;No;Plastic;Wired;PixArt PMW3325;Optical;Front - moderate (56%);7000;1000;100;20;2;2
Logitech;Lift Vertical;108.0;70.0;71.0;125.0;Ergonomic;Back - moderate;No;Inward - aggressive;Right;Yes;Outward - aggressive;Plastic;Wireless;-;-;Front - moderate (57%);4000;125;-;-;2;1
Logitech;MX Vertical;120.0;75.5;79.0;135.0;Ergonomic;Back - moderate;No;Inward - aggressive;Right;Yes;Outward - aggressive;Plastic;Wireless;-;-;Front - minimal (55%);4000;125;-;-;2;1
Delux;M900 Pro;126.6;69.0;41.8;63.0;Ergonomic;Center;No;Inward;Right;Outward - moderate;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - moderate (58%);26000;8000;650;50;2;0
Logitech;G102 Lightsync;116.6;62.2;38.2;85.0;Symmetrical;Back - moderate;Inward - moderate;Flat;Right;No;No;Plastic;Wired;PixArt 1855;Optical;Centered (52%);8000;1000;-;-;2;1
Logitech;G705;105.8;68.1;39.4;85.0;Ergonomic;Back - moderate;Inward - moderate;Inward;Right;Yes;No;Plastic;Wireless;-;-;Front - minimal (55%);8200;1000;-;-;2;1
RAWM;SA-ML01 Plus;127.2;66.0;38.5;70.0;Symmetrical;Back - minimal;No;Inward;Right;Outward - moderate;No;Magnesium (metal);Wireless;PixArt PAW3395;Optical;Front - moderate (58%);26000;4000;650;50;2;1
RAWM;SA-ML01;127.2;66.0;38.5;65.0;Symmetrical;Back - minimal;No;Inward;Right;Outward - moderate;No;Magnesium (metal);Wireless;PixArt PAW3395;Optical;Front - moderate (58%);26000;4000;650;50;2;1
Glorious;Model O-;120.0;63.0;36.0;58.0;Symmetrical;Center;No;Inward;Right;No;Outward - slight;Plastic;Wired;PixArt PMW3360;Optical;Front - minimal (55%);12000;1000;250;50;2;1
MCHOSE;A5 Ultra;121.6;61.5;37.7;59.0;Symmetrical;Center;No;Flat;Right;No;Outward - slight;Plastic;Wireless;PixArt PAW3395;Optical;Front - moderate (56%);26000;8000;650;50;2;0
A4Tech;XL-750BK;124.0;65.0;40.0;101.0;Ergonomic;Center;No;Flat;Right;No;Inward - aggressive;Plastic;Wired;-;-;Back - moderate (40%);3600;1000;-;-;2;2
A4Tech;XL-750BH;124.0;65.0;40.0;101.0;Ergonomic;Center;No;Flat;Right;No;Inward - aggressive;Plastic;Wired;-;-;Back - moderate (40%);3600;1000;-;-;2;2
Corsair;Ironclaw RGB Wireless;130.0;80.0;45.0;133.0;Ergonomic;Center;No;Flat;Right;Yes;Outward;Plastic;Wireless;PixArt PMW3391;Optical;Front - moderate (56%);18000;1000;400;40;3;2
Corsair;Ironclaw RGB;130.0;80.0;45.0;105.0;Ergonomic;Center;No;Flat;Right;Yes;Outward;Plastic;Wired;PixArt PMW3391;Optical;Front - moderate (56%);18000;1000;400;40;3;2
AULA;SC680;123.2;62.4;39.5;58.0;Symmetrical;Center;No;Flat;Right;Outward - moderate;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (55%);26000;8000;650;50;2;0
ASUS;ROG Keris II Ace;121.0;67.0;42.0;54.0;Ergonomic;Center;No;Inward;Right;Outward - moderate;No;Plastic;Wireless;ASUS ROG AimPoint Pro;Optical;Front - minimal (53%);42000;8000;750;50;2;0
Metaphyuni;Metapanda P1 Pro Max;123.0;65.1;41.0;65.0;Ergonomic;Center;No;Inward;Right;No;Outward - slight;Plastic;Wireless;PixArt PAW3395;Optical;Front - moderate (57%);26000;4000;650;50;2;1
Metaphyuni;Metapanda P1 Pro;123.0;65.1;41.0;65.0;Ergonomic;Center;No;Inward;Right;No;Outward - slight;Plastic;Wireless;PixArt PAW3395;Optical;Front - moderate (57%);26000;4000;650;50;2;1
Logitech;G303 Shroud Edition;117.0;70.0;40.0;75.0;Symmetrical;Back - moderate;No;Inward - aggressive;Right;No;Inward - aggressive;Plastic;Wireless;Logitech HERO 25K;Optical;Centered (49%);25600;1000;400;40;2;1
Metaphyuni;Metapanda P1;123.0;65.1;41.0;60.0;Ergonomic;Center;No;Inward;Right;No;Outward - slight;Plastic;Wireless;PixArt PAW3395;Optical;Front - moderate (57%);26000;1000;650;50;2;1
LAMZU;MAYA 4K;119.0;62.0;38.0;45.0;Symmetrical;Center;No;Inward;Right;No;Outward - slight;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (54%);26000;4000;650;50;2;0
AJAZZ;AJ199 Pro 4K;119.8;63.4;39.7;59.0;Ergonomic;Back - minimal;No;Inward;Right;Outward - moderate;No;Plastic;Wireless;PixArt PAW3395;Optical;Centered (48%);26000;4000;650;50;2;0
Darmoshark;M3 XS;116.0;60.4;36.0;44.0;Symmetrical;Back - minimal;No;Inward;Right;Outward - moderate;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (53%);26000;4000;650;50;2;0
Darmoshark;M2;115.8;60.4;36.1;39.0;Symmetrical;Back - minimal;No;Inward;Right;Outward - moderate;No;Magnesium (metal);Wireless;PixArt PAW3395;Optical;Front - minimal (54%);26000;4000;650;50;2;0
Corsair;Harpoon RGB Wireless;115.3;68.3;40.4;99.0;Ergonomic;Back - moderate;No;Flat;Right;Yes;Outward - slight;Plastic;Wireless;PixArt PMW3325;Optical;Centered (47%);1000;1000;100;20;2;1
Corsair;Harpoon RGB Pro;115.3;68.3;40.4;85.0;Ergonomic;Back - moderate;No;Flat;Right;Yes;Outward - slight;Plastic;Wired;PixArt PAW3327;Optical;Centered (47%);12000;1000;220;30;2;1
Corsair;Harpoon RGB;115.3;68.3;40.4;85.0;Ergonomic;Back - moderate;No;Flat;Right;Yes;Outward - slight;Plastic;Wired;PixArt PMW3320;Optical;Centered (47%);6000;1000;80;20;2;1
Logitech;G604 Lightspeed;130.0;80.0;45.0;135.0;Ergonomic;Back - minimal;No;Flat;Right;Inward;Yes;Plastic;Wireless;Logitech HERO 25K;Optical;Centered (51%);25600;1000;400;40;6;2
Dareu;A980 Pro Max;129.0;72.0;40.0;73.0;Ergonomic;Center;No;Flat;Right;Inward;Yes;Plastic;Wireless;PixArt PAW3950;Optical;Front - minimal (54%);30000;8000;750;50;3;0
Dareu;A980 Pro;129.0;72.0;40.0;62.0;Ergonomic;Center;No;Flat;Right;Inward;Yes;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (54%);26000;8000;650;50;3;0
Dareu;A980;129.0;72.0;40.0;93.0;Ergonomic;Center;No;Flat;Right;Inward;Yes;Plastic;Wired;PixArt PAW3395;Optical;Front - minimal (54%);26000;8000;650;50;3;2
Zaunkoenig;M3K;79.0;60.0;29.0;24.0;Symmetrical;Outward - slight;Back - aggressive;Flat;Ambidextrous;No;No;Carbon fiber;Wired;PixArt PAW3399;Optical;Back - moderate (43%);20000;8000;650;50;0;0
Attack Shark;R1;123.5;64.0;41.0;59.0;Ergonomic;Center;No;Inward;Right;Outward - moderate;No;Plastic;Wireless;PixArt PAW3311;Optical;Front - moderate (57%);18000;1000;300;35;2;1
Zaopin;Z2;123.0;64.3;39.5;65.0;Ergonomic;Center;No;Flat;Right;No;Flat;Plastic;Wireless;PixArt PAW3395;Optical;Front - moderate (57%);26000;4000;650;50;2;0
Corsair;M75 Air Wireless;128.0;65.0;41.6;60.0;Symmetrical;Center;No;Inward - slight;Right;No;Flat;Plastic;Wireless;Corsair MARKSMAN 26K;Optical;Front - minimal (55%);26000;1000;650;50;2;0
Corsair;M75 Wireless;128.0;65.0;41.6;89.0;Symmetrical;Center;No;Inward - slight;Ambidextrous;No;Flat;Plastic;Wireless;Corsair MARKSMAN 26K;Optical;Front - minimal (55%);26000;1000;650;50;2;0
Corsair;M75;128.0;65.0;41.6;74.0;Symmetrical;Center;No;Inward - slight;Ambidextrous;No;Flat;Plastic;Wired;Corsair MARKSMAN 26K;Optical;Front - minimal (55%);26000;8000;650;50;2;0
RAKK;Kaptan Trimode;118.1;63.5;38.6;53.0;Ergonomic;Center;No;Flat;Right;No;Flat;Plastic;Wireless;PixArt PAW3395;Optical;-;26000;1000;650;50;2;0
Logitech;G903 Lightspeed;130.0;67.0;40.0;110.0;Symmetrical;Center;No;Flat;Ambidextrous;Inward;No;Plastic;Wireless;Logitech HERO 25K;Optical;Centered (52%);25600;1000;400;40;2;3
ELECOM;VM501LBK;129.0;69.0;41.0;61.0;Ergonomic;Center;No;Inward;Right;No;Outward - slight;Plastic;Wireless;PixArt PAW3311;Optical;-;12000;1000;300;35;2;2
ELECOM;VM501BK;122.0;65.0;40.0;56.0;Ergonomic;Center;No;Inward;Right;No;Outward - slight;Plastic;Wireless;PixArt PAW3311;Optical;-;12000;1000;300;35;2;2
NZXT;Lift 2 Ergo;128.4;65.1;41.4;61.0;Ergonomic;Center;No;Inward;Right;No;Outward - slight;Plastic;Wired;PixArt PAW3395;Optical;Front - minimal (53%);26000;8000;650;50;2;1
NZXT;Lift 2 Symm;126.8;67.1;38.3;58.0;Symmetrical;Center;No;Inward;Right;Outward - moderate;No;Plastic;Wired;PixArt PAW3395;Optical;Front - minimal (54%);26000;8000;650;50;2;1
NZXT;Lift;126.8;67.1;38.3;67.0;Symmetrical;Center;No;Inward;Right;Outward - moderate;No;Plastic;Wired;PixArt PMW3389;Optical;Front - minimal (54%);16000;1000;400;50;2;1
Pulsar;X2A eS;120.0;63.0;38.0;69.0;Symmetrical;Back - moderate;No;Flat;Ambidextrous;No;Flat;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (55%);26000;8000;650;50;2;0
ROCCAT;Kone XP Air;126.0;76.0;40.0;99.0;Ergonomic;Back - minimal;No;Flat;Right;Yes;Outward - slight;Plastic;Wireless;ROCCAT Owl-Eye 19K;Optical;Front - moderate (58%);19000;1000;400;50;5;1
Logitech;G Pro Wireless;125.0;63.5;40.0;80.0;Symmetrical;Center;No;Flat;Ambidextrous;No;Outward - slight;Plastic;Wireless;Logitech HERO 25K;Optical;Front - minimal (53%);25600;1000;400;40;2;0
Incott;GHERO Pro;118.6;66.0;38.6;66.0;Hybrid;Back - moderate;No;Inward;Right;Outward - moderate;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - moderate (56%);32000;8000;650;50;2;1
Incott;GHERO;118.6;66.0;38.6;60.0;Hybrid;Back - moderate;No;Inward;Right;Outward - moderate;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - moderate (56%);32000;8000;650;50;2;1
RAWM;SA-MH01;127.2;66.0;40.1;65.0;Symmetrical;Back - minimal;No;Flat;Right;No;Outward - slight;Plastic;Wireless;PixArt PAW3395;Optical;Front - moderate (57%);26000;1000;650;50;2;1
Attack Shark;X3 Pro;118.5;61.0;39.7;59.0;Symmetrical;Back - minimal;No;Inward;Right;Outward - moderate;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (53%);26000;8000;650;50;2;0
VAXEE;ZYGEN NP-01 Wireless 4K;120.0;66.0;39.0;73.0;Hybrid;Back - moderate;No;Inward;Right;Outward - moderate;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (54%);3200;4000;650;50;2;0
VAXEE;ZYGEN NP-01S Wireless 4K;120.0;63.0;37.0;68.0;Hybrid;Back - moderate;No;Inward;Right;Outward - moderate;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (54%);3200;4000;650;50;2;0
VAXEE;XE Wireless 4K;124.0;66.0;38.7;76.0;Symmetrical;Center;No;Inward;Right;No;Outward - slight;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (53%);3200;4000;650;50;2;1
VAXEE;OUTSET AX Wireless 4K;117.4;66.0;43.0;73.0;Ergonomic;Center;No;Inward;Right;Outward - moderate;No;Plastic;Wireless;PixArt PAW3395;Optical;Centered (52%);3200;4000;650;50;2;0
RAKK;MAG-AN;114.9;59.6;34.6;53.0;Symmetrical;Back - minimal;No;Inward;Right;No;Outward - aggressive;Plastic;Wireless;PixArt PAW3395;Optical;Front - moderate (58%);16000;1000;650;50;2;0
Ninjutso;Sora V2;119.2;59.8;37.7;39.0;Symmetrical;Back - moderate;No;Inward;Right;No;Outward - slight;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (54%);26000;8000;650;50;2;0
Logitech;G Pro X Superlight;125.0;63.5;40.0;63.0;Symmetrical;Center;No;Flat;Right;No;Outward - slight;Plastic;Wireless;Logitech HERO 25K;Optical;Front - minimal (53%);25600;1000;400;40;2;0
Kysona;Aztec;118.3;61.8;39.6;55.0;Symmetrical;Center;No;Inward;Right;No;Outward - slight;Plastic;Wireless;PixArt PAW3395;Optical;-;26000;1000;650;50;2;0
Redragon;M916 Pro 4K;120.8;64.3;37.9;49.0;Symmetrical;Back - minimal;No;Flat;Right;No;Flat;Plastic;Wireless;PixArt PAW3395;Optical;Centered (52%);26000;4000;650;50;2;0
Redragon;M916 Pro;120.8;64.3;37.9;49.0;Symmetrical;Back - minimal;No;Flat;Right;No;Flat;Plastic;Wireless;PixArt PAW3395;Optical;Centered (52%);26000;1000;650;50;2;0
AJAZZ;AJ199 4K;118.0;61.6;38.6;65.0;Symmetrical;Back - minimal;No;Inward;Right;Outward - moderate;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - moderate (56%);26000;4000;650;50;2;1
Delux;M800 Pro 3395;124.0;64.0;38.0;68.0;Symmetrical;Back - minimal;No;Inward;Right;Outward - moderate;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (54%);26000;1000;650;50;2;1
Rapoo;VT3S;128.3;66.2;39.0;84.0;Symmetrical;Back - minimal;No;Inward;Right;Outward - moderate;No;Plastic;Wireless;PixArt PAW3395;Optical;-;26000;1000;650;50;2;1
Rapoo;VT900;130.1;74.8;41.0;135.0;Ergonomic;Center;No;Flat;Right;Yes;Flat;Plastic;Wired;PixArt PMW3389;Optical;Centered (49%);16000;1000;400;50;3;2
ThundeRobot;ML901;124.1;63.7;39.7;76.0;Symmetrical;Back - moderate;No;Flat;Right;No;Flat;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (55%);26000;1000;650;50;2;0
ThundeRobot;ML602;126.6;63.8;39.8;64.0;Symmetrical;Back - minimal;No;Flat;Right;Outward - moderate;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - aggressive (60%);26000;1000;650;50;2;1
Irocks;M31R;123.0;66.5;40.0;66.0;Ergonomic;Center;Outward - moderate;Flat;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Centered (52%);26000;1000;650;50;2;2
Logitech;G Pro;116.6;62.2;38.2;85.0;Symmetrical;Flat;Back - moderate;No;Right;Inward - moderate;No;Plastic;Wired;Logitech HERO 25K;Optical;Centered (52%);25600;1000;400;40;2;1
Rapoo;VT9 Air;120.1;65.8;37.5;59.0;Symmetrical;Outward - moderate;Back - minimal;No;Right;No;Inward;Plastic;Wireless;PixArt PAW3395;Optical;Centered (50%);26000;8000;650;50;2;2
AJAZZ;AJ139 Pro 4K;125.0;63.3;38.0;65.0;Symmetrical;Center;Outward - slight;Flat;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - aggressive (61%);26000;4000;650;50;2;1
Monka;G995W;123.0;61.0;39.0;58.0;Symmetrical;Center;Outward - slight;Flat;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Centered (52%);26000;1000;650;50;2;1
Logitech;G403 Wireless;124.0;68.0;43.0;107.0;Ergonomic;Outward - moderate;Back - moderate;Flat;Right;No;No;Plastic;Wireless;PixArt PMW3366;Optical;Front - minimal (55%);12000;1000;400;40;2;1
Edifier;Hecate G3M Pro;118.7;61.0;38.6;63.0;Symmetrical;Center;Outward - moderate;Flat;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (53%);26000;1000;650;50;2;1
LAMZU x Fnatic;Thorn 4K;119.0;65.0;42.0;52.0;Ergonomic;Center;Outward - slight;No;Right;No;Inward;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (54%);26000;4000;650;50;2;0
LAMZU;Thorn 4K;119.0;65.0;42.0;52.0;Ergonomic;Center;Outward - slight;No;Right;No;Inward;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (54%);26000;4000;650;50;2;0
G-Wolves;HTS Ace Wireless;113.0;61.0;40.0;56.0;Symmetrical;Back - minimal;Outward - slight;No;Right;No;Inward;Plastic;Wireless;PixArt PAW3370;Optical;Centered (52%);16000;1000;400;50;2;1
G-Wolves;HTM Ace;124.0;64.0;40.0;53.0;Symmetrical;Center;Outward - slight;Flat;Right;No;No;Plastic;Wired;PixArt PMW3389;Optical;Front - moderate (56%);16000;1000;400;50;2;1
Logitech;G403;124.0;68.0;43.0;87.0;Ergonomic;Outward - moderate;Back - moderate;Flat;Right;No;No;Plastic;Wired;PixArt PMW3366;Optical;Front - minimal (55%);12000;1000;400;40;2;1
G-Wolves;HSK Plus 4K;89.0;58.5;36.0;38.0;Symmetrical;Flat;Outward - slight;Back - aggressive;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Centered (51%);26000;4000;650;50;2;0
G-Wolves;HSK Plus Lite;89.0;58.5;36.0;38.0;Symmetrical;Flat;Outward - slight;Back - aggressive;Right;No;No;Plastic;Wireless;PixArt PAW3399;Optical;Centered (51%);20000;1000;650;50;2;0
Fantech;Helios XD3V2;120.0;64.0;38.3;83.0;Symmetrical;Outward - slight;Back - moderate;No;Right;No;Inward;Plastic;Wireless;PixArt PAW3370;Optical;Front - minimal (54%);19000;1000;400;50;2;1
Rapoo;VT9 Pro Mini;120.1;65.8;37.5;65.0;Symmetrical;Back - minimal;Outward - moderate;No;Right;No;Inward;Plastic;Wireless;PixArt PAW3398;Optical;Centered (50%);26000;4000;650;50;2;2
Rapoo;VT9 Pro;124.8;67.1;38.7;68.0;Symmetrical;Back - minimal;Outward - moderate;No;Right;No;Inward;Plastic;Wireless;PixArt PAW3398;Optical;Centered (51%);26000;1000;650;50;2;2
GITOPER;G1;117.0;67.0;41.5;58.0;Ergonomic;Back - minimal;Outward - moderate;Flat;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (55%);26000;1000;650;50;2;0
Attack Shark;X6;118.3;62.0;37.3;49.0;Symmetrical;Back - minimal;Outward - slight;Flat;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (53%);26000;1000;650;50;2;2
Valkyrie;VK M1;119.5;62.0;40.0;58.0;Symmetrical;Center;Flat;Flat;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;-;26000;4000;650;50;2;0
Logitech;G603 Lightspeed;124.0;68.0;43.0;89.0;Ergonomic;Outward - moderate;Back - moderate;Flat;Right;No;No;Plastic;Wireless;Logitech HERO 12K;Optical;Front - minimal (55%);12000;1000;400;40;2;1
Glorious;Model D- Wireless;120.0;66.0;40.0;67.0;Ergonomic;Center;Outward - moderate;No;Right;No;Inward;Plastic;Wireless;Glorious BAMF;Optical;Centered (52%);19000;1000;400;50;2;1
GITOPER;G3;120.7;64.7;40.5;69.0;Ergonomic;Back - minimal;Outward - moderate;Flat;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (55%);26000;1000;650;50;2;1
Zowie;U2;123.3;64.3;38.1;60.0;Symmetrical;Back - minimal;Outward - slight;No;Right;No;Inward;Plastic;Wireless;PixArt PAW3395;Optical;Front - moderate (56%);3200;1000;650;50;2;0
ASUS;ROG Strix Impact III Wireless;120.0;62.0;39.0;72.0;Symmetrical;Inward;Back - moderate;No;Right;No;Inward - slight;Plastic;Wireless;ASUS ROG AimPoint;Optical;Front - minimal (54%);36000;1000;650;50;2;0
Cherry Xtrfy;M50 Wireless;122.0;63.0;39.0;85.0;Symmetrical;Center;Flat;Flat;Right;No;No;Plastic;Wireless;PixArt PAW3311;Optical;Centered (52%);12000;1000;300;35;2;1
Cherry Xtrfy;M50;122.0;63.0;39.0;69.0;Symmetrical;Center;Flat;Flat;Right;No;No;Plastic;Wired;PixArt PAW3311;Optical;Centered (52%);12000;1000;300;35;2;1
Cherry Xtrfy;M68 Pro 8K Wireless;123.3;64.0;39.5;55.0;Symmetrical;Center;Flat;Flat;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (53%);26000;8000;650;50;2;0
Cherry Xtrfy;M68 Wireless;123.3;64.0;39.5;53.0;Symmetrical;Center;Flat;Flat;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (53%);26000;1000;650;50;2;0
Cherry Xtrfy;M64 Pro 8K Wireless;120.0;65.0;39.5;55.0;Ergonomic;Back - minimal;Outward - moderate;No;Right;No;Inward - aggressive;Plastic;Wireless;PixArt PAW3395;Optical;Front - moderate (56%);26000;8000;650;50;2;0
Logitech;G403 Hero;124.0;68.0;43.0;87.0;Ergonomic;Outward - moderate;Back - moderate;Flat;Right;No;No;Plastic;Wired;Logitech HERO 25K;Optical;Front - minimal (55%);25600;1000;400;40;2;1
Cherry Xtrfy;M64 Wireless;120.0;65.0;39.5;53.0;Ergonomic;Back - minimal;Outward - moderate;No;Right;No;Inward - aggressive;Plastic;Wireless;PixArt PAW3395;Optical;Front - moderate (56%);26000;1000;650;50;2;0
Delux;M600 Pro;118.0;62.5;38.2;52.0;Symmetrical;Back - minimal;Outward - moderate;No;Right;No;Inward;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (54%);26000;4000;650;50;2;1
Delux;M600;118.0;62.5;38.2;49.0;Symmetrical;Back - minimal;Outward - moderate;No;Right;No;Inward;Plastic;Wireless;PixArt PAW3311;Optical;Front - minimal (54%);12000;1000;300;35;2;1
HyperX;Pulsefire Haste 2 Mini;116.6;61.9;36.7;59.0;Symmetrical;Center;Flat;Flat;Right;No;No;Plastic;Wireless;HyperX 26K;Optical;Front - minimal (54%);26000;1000;650;50;2;1
IXILAB;X1 Pro Max;120.0;59.5;39.0;60.0;Symmetrical;Center;Outward - slight;Flat;Right;No;No;Magnesium (metal);Wireless;PixArt PAW3395;Optical;-;26000;4000;650;50;2;0
IXILAB;X1 Pro;120.0;59.5;39.0;53.0;Symmetrical;Center;Outward - slight;Flat;Right;No;No;Magnesium (metal);Wireless;PixArt PAW3395;Optical;-;26000;4000;650;50;2;0
IXILAB;X1;120.0;59.5;39.0;53.0;Symmetrical;Center;Outward - slight;Flat;Right;No;No;Magnesium (metal);Wireless;PixArt PAW3395;Optical;-;26000;1000;650;50;2;0
MCHOSE;AX5 Pro Max;121.6;61.5;37.7;53.0;Symmetrical;Center;Outward - slight;Flat;Right;No;No;Magnesium (metal);Wireless;PixArt PAW3395;Optical;Front - moderate (56%);26000;8000;650;50;2;0
MCHOSE;AX5 Pro;121.6;61.5;37.7;53.0;Symmetrical;Center;Outward - slight;Flat;Right;No;No;Magnesium (metal);Wireless;PixArt PAW3395;Optical;Front - moderate (56%);26000;4000;650;50;2;0
Logitech;G203 Prodigy;116.6;62.2;38.2;85.0;Symmetrical;Flat;Back - moderate;Inward - moderate;Right;No;No;Plastic;Wired;PixArt 1855;Optical;Centered (52%);8000;1000;-;-;2;1
MCHOSE;AX5;121.6;61.5;37.7;49.0;Symmetrical;Center;Outward - slight;Flat;Right;No;No;Magnesium (metal);Wireless;PixArt PAW3395;Optical;Front - moderate (56%);26000;4000;650;50;2;0
Ardor Gaming;Immortality Pro Wireless;120.0;63.0;39.0;72.0;Symmetrical;Back - minimal;Outward - moderate;No;Right;No;Inward;Plastic;Wireless;PixArt PAW3370;Optical;Front - minimal (54%);19000;1000;400;50;2;1
Ardor Gaming;Immortality;120.0;63.0;39.0;56.0;Symmetrical;Back - minimal;Outward - moderate;No;Right;No;Inward;Plastic;Wired;PixArt PAW3327;Optical;Front - minimal (54%);12400;1000;220;30;2;1
Ardor Gaming;Ulta (big back);120.0;65.0;38.3;69.0;Symmetrical;Flat;No;Back - aggressive;Right;No;Inward;Plastic;Wireless;PixArt PAW3395;Optical;Centered (52%);26000;1000;650;50;2;1
Ardor Gaming;Ulta (mid back);120.0;65.0;38.3;69.0;Symmetrical;Flat;Back - moderate;No;Right;No;Inward;Plastic;Wireless;PixArt PAW3395;Optical;Centered (52%);26000;1000;650;50;2;1
Ardor Gaming;Ulta (small back);120.0;65.0;38.3;69.0;Symmetrical;Back - minimal;Flat;No;Right;No;Inward;Plastic;Wireless;PixArt PAW3395;Optical;Centered (52%);26000;1000;650;50;2;1
Ardor Gaming;Prime X;120.0;64.0;39.0;75.0;Symmetrical;Back - minimal;Outward - slight;Flat;Right;No;No;Plastic;Wireless;PixArt PAW3335;Optical;Front - minimal (53%);16000;1000;400;40;2;1
